gene	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
DENND1A	216.933402256232	0.451873234557289	0.057752780225253	7.8136372927873	5.55608320626665e-15	2.48814361124976e-14
CFAP69	65.5037761505505	-0.911408600638104	0.115438935220789	-7.81275447109282	5.59515262444323e-15	2.50510782471887e-14
APOBEC3B	29.6388734974522	1.37516137664916	0.183519286712664	7.81266813994489	5.59898770817994e-15	2.50629277839309e-14
RACGAP1	738.430745720274	0.513317441257066	0.0655092429507163	7.8125081008736	5.60610396058172e-15	2.50894567743522e-14
FCGBP	2871.6970980927	-0.973755149377661	0.129819231878565	-7.81214773314182	5.62216058232142e-15	2.51559775854008e-14
MANSC1	729.710153831835	0.674047527693918	0.085883336329217	7.81202410434263	5.62767943572308e-15	2.51753296437268e-14
GCLM	343.246965959821	0.723481097342879	0.0920650430830378	7.81158153011428	5.64747992846985e-15	2.52585486175127e-14
XPO5	1078.64665685485	0.343456762781463	0.0440184876265427	7.80768903146183	5.82460791939534e-15	2.60452357515286e-14
RP6-24A23.7	8.40417007646777	-1.66200423953121	0.214681813651976	-7.80747477768186	5.83451474009792e-15	2.60840039938912e-14
RSAD2	365.954264348969	1.98022732380229	0.309840008013379	7.8066136538667	5.87449957361082e-15	2.6257195211595e-14
POLQ	212.660199572175	0.885136383140007	0.113607143244575	7.80582261158266	5.91146791768746e-15	2.64168331104457e-14
FAM107B	1192.50722889979	-0.840619451227177	0.107056661358474	-7.80577794960632	5.91356195358742e-15	2.64205920502652e-14
SNX1	1822.47394030865	-0.347147261124254	0.0445203477243933	-7.80254159541106	6.06726212350042e-15	2.71015512942972e-14
RABGGTB	1229.53259999444	0.527890782005934	0.0672532468802791	7.80239846525282	6.07414967010497e-15	2.71265709960131e-14
NIPAL3	882.668664574433	-0.480583470347035	0.0616456349544495	-7.80008417561391	6.18658948725908e-15	2.76228666329281e-14
COL16A1	1103.3064891113	-0.796276437725653	0.102496307606297	-7.79996181252518	6.19259118993657e-15	2.76438109681165e-14
IRX6	59.7341516699021	-1.27151311783608	0.158479252589169	-7.79982159047699	6.19947589132144e-15	2.76686873219442e-14
COL7A1	3564.85531790592	-0.661646490348523	0.0843390431779379	-7.79918788483175	6.23068400930491e-15	2.78020872594629e-14
LONRF3	20.9907886947912	-1.20452764714887	0.152762795944914	-7.79846065004844	6.26668874503542e-15	2.79547055696022e-14
ARHGEF12	11514.4022512092	-0.309463694263262	0.0397007392074831	-7.79844353993361	6.26753831245633e-15	2.79547055696022e-14
ASAP3	1473.00916552377	-0.473668846743394	0.0610329055014298	-7.79757352873298	6.3108866860563e-15	2.81420973642536e-14
MST1R	363.268213712536	-0.581941316967145	0.0737797113735246	-7.79543702583275	6.41859421380735e-15	2.8616345619613e-14
MALL	245.899515303304	0.63289425425958	0.0809199323193277	7.79532825725726	6.42412570255976e-15	2.86349530364786e-14
DCP1B	126.465513945623	-0.467667713420138	0.060048809687818	-7.79464684001299	6.45888650168183e-15	2.87838120345449e-14
CTD-2331H12.5	13.6878854980262	-1.51656022895917	0.200052791227973	-7.79394489566787	6.49488801854677e-15	2.89381361789804e-14
CIRBP	3667.68726454145	-0.424256130674515	0.0540927066010101	-7.79369898053054	6.50754724380272e-15	2.89884149297237e-14
LYRM9	55.1074189920338	-0.707742153348795	0.090747546143973	-7.79295568078224	6.54595867451767e-15	2.91533635751275e-14
RNF19B	677.156128028031	0.544973028938184	0.0695221506105868	7.79225874430734	6.58217687083963e-15	2.93084767424548e-14
ZMYND15	24.6132261019337	1.03762775564599	0.133602460127631	7.7909082385088	6.65292188875402e-15	2.96109786386755e-14
CTC-559E9.5	53.5239660812512	-0.862229263605542	0.110629501176994	-7.79092994013478	6.6517791739662e-15	2.96109786386755e-14
LEO1	989.795099091874	0.379998411958703	0.0487883585886568	7.78943234070245	6.73109145363333e-15	2.995257577004e-14
PODN	149.989665836786	-1.60398620629794	0.214065495623787	-7.78838282125938	6.78722757692903e-15	3.01960031945737e-14
TMPRSS11E	105.647770815577	-1.53889446524615	0.185953445734812	-7.7876058066354	6.82908473059377e-15	3.03758149754822e-14
ATP5SL	325.399730406054	0.393432077607912	0.0505342238530769	7.78655098393559	6.88631400373775e-15	3.06239117905571e-14
SH3GLB2	1884.61911310676	-0.417926342004682	0.0535883253890276	-7.78623873127096	6.90334560044657e-15	3.06931798486648e-14
TBL1XR1	4828.32105651946	-0.247205531250104	0.031758581037063	-7.78500895404787	6.97082703543144e-15	3.09866780192197e-14
CKAP2L	177.168680495587	0.884828623893499	0.113563889859212	7.78407792868392	7.02234652329664e-15	3.12091134843582e-14
ZC2HC1A	433.315447392791	-0.591398050026639	0.0768150908641595	-7.78366977454557	7.04505024814167e-15	3.13034175374656e-14
ABCA6	271.627932689816	-1.02484641081745	0.13083371339217	-7.78361718272103	7.04798093714331e-15	3.13098424273179e-14
SLC27A6	63.5374682874225	1.37248329882562	0.188578124280955	7.7827735285388	7.09515806671258e-15	3.15127829214058e-14
ACOT2	140.617342885933	-0.894451774842375	0.112323856251193	-7.7806661935856	7.21436228685272e-15	3.20354752379764e-14
ZNF732	59.3295243597614	-0.996732920602222	0.129177304543959	-7.77991304309647	7.25744160214487e-15	3.22199849486381e-14
PCDHGA8	16.3496391246884	-1.54821945062128	0.202120646523537	-7.77915348078612	7.301144074111e-15	3.24071829582936e-14
ATXN7L1	199.153737883438	-0.501288338996226	0.0642985002555248	-7.77836976307881	7.34650785410406e-15	3.26016745848793e-14
TRIM69	727.23401028829	0.628964292519803	0.0805163329180106	7.7777951478694	7.37994434533903e-15	3.27431656542204e-14
CTD-2267D19.3	117.841060890088	0.608066080792859	0.0780871303785388	7.77625746451815	7.47015962273885e-15	3.31364590080599e-14
ZCCHC17	327.768717696305	0.29876352042677	0.0386993231795612	7.77459540015329	7.56889311340052e-15	3.35673644532892e-14
TTC33	269.144144768141	-0.511387170082244	0.0661016722361291	-7.77349888548954	7.63473262856365e-15	3.38522375254731e-14
FXR1	1635.13388819394	-0.304503379723126	0.0391921583501364	-7.77328178738753	7.64783483377863e-15	3.39032039047138e-14
ACRV1	10.1450743243468	1.65497599951336	0.212427219529114	7.7731140644642	7.65797232128568e-15	3.39410088926592e-14
EFNB3	60.7683818861641	-0.864835062568358	0.112892347233164	-7.77268942292927	7.68369761803059e-15	3.40478704284575e-14
B3GALNT2	645.676578280988	0.350136758390254	0.0451566948509166	7.77219060466075	7.71402528306185e-15	3.41693237681169e-14
SENP2	890.676288818428	-0.242690396375265	0.0311818156230742	-7.77218532281241	7.7143470438166e-15	3.41693237681169e-14
POLA2	246.387822166845	0.635863073461272	0.0814971418696944	7.77176269382417	7.74013570510007e-15	3.42763506403087e-14
RP11-774O3.3	51.2432621438438	-0.840743408824254	0.108597393239314	-7.77101162431547	7.78617522581348e-15	3.44729924757411e-14
ULK3	1324.15784174636	0.415771155571722	0.0534823004629266	7.76788329533377	7.98085408477944e-15	3.53275085935829e-14
XLOC_004197	8.96091106673294	2.30746933329324	0.302116527016743	7.76767941418818	7.99370677933978e-15	3.5376975564054e-14
C10orf67	17.871790020118	-1.67897131885496	0.213952254497559	-7.76733215042014	8.01564524791862e-15	3.54591833413274e-14
FAM227B	57.3550813741717	-0.657369912842466	0.0843133752691555	-7.76734481481141	8.01484413195584e-15	3.54591833413274e-14
RAP1A	720.676438214476	-0.302867635773699	0.0389942420128842	-7.7666616389207	8.05817276583671e-15	3.56398379374925e-14
PTGFRN	2418.75263614552	0.346941045447938	0.0446336569748993	7.76606620182712	8.09612476246802e-15	3.58001843134673e-14
AP5M1	1309.62774374926	0.315341485325897	0.0404809648169844	7.76603370454118	8.09820113086479e-15	3.58018585844186e-14
RP11-55K13.1	22.1436052682129	-1.13990804118797	0.149518710146939	-7.76481631561708	8.17636318196375e-15	3.61398337416164e-14
SPATS2	402.55089105568	-0.41703344451811	0.0537301591761454	-7.76417747511259	8.21767627919268e-15	3.63148276143368e-14
GXYLT2	107.344658999852	-1.21990172362241	0.158996411774816	-7.7637658729996	8.24440287698344e-15	3.64253022983086e-14
MED9	274.643760597578	0.356687631495207	0.0459060181899243	7.76341244216193	8.26742048718663e-15	3.65193471373674e-14
SIN3A	1185.23585149729	-0.369784700659493	0.0477098097299378	-7.76318196655027	8.28246454680458e-15	3.65781387147676e-14
NDUFB7	632.964933082273	0.360309477547017	0.0464609864170127	7.76179179109616	8.373779860873e-15	3.69736745615766e-14
SHANK3	111.642124368866	0.672653014052801	0.0868974286534685	7.7616727306095	8.38164639526741e-15	3.70006613320911e-14
RP11-258C19.7	81.2984577056298	-0.999211448314353	0.130168157254995	-7.76034647590088	8.46976761061556e-15	3.73818458293556e-14
MUC4	34.369244960438	2.54920525294616	0.311691647167889	7.76000212080528	8.49279653171416e-15	3.74756420298783e-14
RP11-6N17.4	91.5947148663132	0.589938383439746	0.0760516866059475	7.7594068592626	8.53275036531857e-15	3.76440668836481e-14
AWAT1	63.4077265766826	-2.29994000429068	0.343093866912401	-7.75915456759217	8.54973989351789e-15	3.77111304903797e-14
GATAD2A	1983.14161000449	0.272498815318495	0.0350711824057028	7.75879855762161	8.573770545083e-15	3.78092164899018e-14
EIF4ENIF1	403.400590964615	-0.346998443822936	0.0447287775758586	-7.7573017515047	8.67553420343586e-15	3.82499822876972e-14
CYP1A1	57.0896334237342	-2.25011900876951	0.312976548957585	-7.75711761201695	8.68813515559725e-15	3.82975322243384e-14
COPS6	518.578382024764	0.372068278062249	0.0477624476771023	7.75697563134404	8.69786341129526e-15	3.83324020099048e-14
RP11-277P12.20	39.748576520396	1.37927423731422	0.184937152399429	7.7560295868944	8.7629588943332e-15	3.86112154541785e-14
ZNF571-AS1	28.8653977496259	-0.999100458792701	0.130386374821231	-7.75590652133138	8.77146196045281e-15	3.8640607859208e-14
TNPO1P3	7.7025741825158	1.97999434233786	0.28353808483562	7.75561216999737	8.79183276101316e-15	3.87222575739861e-14
CETN2	454.360362359146	0.427761220808537	0.0551501652986045	7.7551580300537	8.82335321421801e-15	3.88529698436896e-14
RPL17	75.3532246675495	0.628123655355266	0.0807773987752287	7.75417205308742	8.8921701723264e-15	3.9147825593741e-14
DPCD	145.083776147741	0.57817812037284	0.0743942855285429	7.75361926407591	8.93098327814159e-15	3.93104937110102e-14
DHRS9	255.516976088454	1.81503963730986	0.251167017174268	7.75341577506927	8.94531284312252e-15	3.9365350007464e-14
RP11-463O12.5	253.24473135686	0.898575003691207	0.116145308443489	7.75030301616844	9.16735256495872e-15	4.03340561005319e-14
BTF3	8800.12313281614	0.285155383503934	0.036909119718146	7.74942448762799	9.23099535037982e-15	4.06055965683792e-14
NMRK1	425.617144357554	-0.494015423109718	0.0639477331436372	-7.74861957391184	9.28968686887402e-15	4.0855248527803e-14
IFI6	1252.18513849329	1.89340903277388	0.309588513137999	7.74789387000054	9.34291739547233e-15	4.10807844111177e-14
CD300E	22.4965016150516	1.4744589775668	0.191519514698859	7.74740718445753	9.37878391340132e-15	4.12212995343491e-14
TYMS	95.6979743002001	0.734393876529219	0.0952880095180076	7.74741083382373	9.37851446810917e-15	4.12212995343491e-14
TTC9C	198.364911928818	-0.470087609956519	0.0607369808850856	-7.74688496209923	9.41742004013456e-15	4.13824867277261e-14
TACC1	1410.43823781534	-0.689003232175204	0.088866618715591	-7.74677459349062	9.42560558470464e-15	4.14098272021357e-14
RP11-791G15.2	13.0138495297105	1.34994311403419	0.175177582538309	7.74478679431892	9.57423611429838e-15	4.20540494018588e-14
MCM3	1159.50532908547	0.595784890077969	0.0765003921063694	7.74373481930328	9.65382459791848e-15	4.23948048981476e-14
SCFD1	1441.52266276759	0.229844814765737	0.0296631101642788	7.74306401738434	9.70491453150167e-15	4.26102930752253e-14
NCS1	973.566692047751	-0.475408155955811	0.0612217650544287	-7.74302177267134	9.70814088431891e-15	4.26155859634715e-14
VPS37B	268.248115511446	0.55584294484738	0.0717984162893577	7.74296152715267	9.71274383761076e-15	4.26269182200907e-14
BDH2	225.289099006001	-0.358786623223014	0.0460744416563058	-7.74279408971425	9.72554788385162e-15	4.26742309144118e-14
ZNF627	270.33226836222	-0.409983401862375	0.0528121713155611	-7.74236108984662	9.7587367273149e-15	4.28109507188718e-14
CD1A	391.522649001321	-0.918021326420712	0.118917873539904	-7.74162207384971	9.81563891823899e-15	4.30516209458868e-14
C1RL	383.9634913996	0.42139201569235	0.0544571589952481	7.7413572491783	9.83610904998116e-15	4.31324324487425e-14
S1PR4	12.9067191944213	1.42149638862516	0.185442457647103	7.74049283054328	9.90321874664133e-15	4.34176875112625e-14
PRR34	37.107234097139	-0.810022786697295	0.104201266297122	-7.73989423749358	9.94995474241394e-15	4.36135201845822e-14
ADAMTS10	60.6330183586105	-1.07639450553804	0.139315131235934	-7.73814252758491	1.00879724800904e-14	4.42093025062649e-14
SLC39A2	740.212513921351	0.529289915489223	0.067699366586158	7.73718233373627	1.01644240348544e-14	4.45350870656573e-14
DDX49	702.241074100566	0.364404043230739	0.0471077532050932	7.73706215257074	1.01740330315271e-14	4.45679286599176e-14
PCDH9	39.2559999259726	-1.06045884300097	0.135135213073532	-7.73637191668029	1.02293936843804e-14	4.48011327136476e-14
G11188	544.946021438995	-1.09689331892448	0.146838551546158	-7.73488668444673	1.0349524497553e-14	4.53178514544017e-14
DLD	1670.59708863955	0.328169243603607	0.0424511671996201	7.73312517472766	1.04938022132031e-14	4.59400666539395e-14
GYPC	159.647597009783	-0.976017284747836	0.125138348319517	-7.73306327994925	1.04989075806617e-14	4.59528773476533e-14
AL928654.7	9.61365189664219	-1.99146167364583	0.275921483540692	-7.73211472304447	1.05774553853583e-14	4.62870676834271e-14
CLDN7	41.8292824589335	1.51188931308971	0.189048909447451	7.73143264789887	1.06342935820667e-14	4.65261375640294e-14
THEM4	124.41996823315	0.59121684098377	0.0764484794135338	7.73082764700853	1.06849605364518e-14	4.67381140412145e-14
ROBO1	2510.93247272933	0.38569888123971	0.0495411674637288	7.72852348427555	1.08801114615551e-14	4.75818727708989e-14
RCBTB1	355.341706983779	-0.495596246027577	0.0642758450085292	-7.7278952683824	1.09339238943364e-14	4.78072956839655e-14
DIP2C	295.386112183194	-0.534330528949188	0.06913963380335	-7.72662320165666	1.10436913708956e-14	4.82772312664689e-14
DCTN5	1607.9922745867	0.30188171247239	0.0390274528020846	7.72497573414386	1.11874653156861e-14	4.88955997051168e-14
HMGN1	2535.6106921278	0.292432214236623	0.0378710427935894	7.72486231562994	1.11974307991055e-14	4.89290138192162e-14
LINC01420	235.372727475634	-0.395764291085929	0.051171665263204	-7.72356761068078	1.13118104940856e-14	4.94185746217685e-14
PCDHGA3	10.4577940511585	-1.69129444042096	0.220006637051151	-7.72314146868873	1.13497085622782e-14	4.95636061630407e-14
HERC5	121.693499509568	1.14106400854576	0.151170118864187	7.72315015370471	1.13489349323187e-14	4.95636061630407e-14
ZDHHC13	1390.15078088669	0.58056780777426	0.0748702699608438	7.72267541331293	1.13912992944971e-14	4.97349315781272e-14
CNTN3	44.3672774637014	-1.29975357001625	0.170908707122772	-7.72257954329102	1.13998733045186e-14	4.97620633917799e-14
ANKRD27	680.826564150442	-0.326821125138847	0.0423548696955911	-7.72194227599648	1.14570280921238e-14	5.00012020709245e-14
LCE1B	2002.78867454868	-1.25574845288016	0.168934359935939	-7.72048010131174	1.15892344463684e-14	5.05677169470343e-14
DNAJC27-AS1	21.5934806573543	-1.03882844497233	0.135537738959368	-7.71938274014463	1.16894402162625e-14	5.09943970377623e-14
ANKRD46	425.121555069016	-0.491609344651582	0.0639062072627891	-7.71874814238794	1.1747777210823e-14	5.12382886911759e-14
TENM2	911.308672824447	0.763779075752066	0.098233223542214	7.71859821725171	1.17616012364715e-14	5.12879749534142e-14
ROPN1B	17.8829737385543	-1.34444751829187	0.173574948284716	-7.71747677879307	1.18655137054344e-14	5.1730401699442e-14
ZNF257	46.8873544620568	-1.20757013635186	0.162531025119899	-7.7171264644573	1.18981586092017e-14	5.18620026355611e-14
RPL28	3244.01821588058	0.287542148286559	0.0372765009640153	7.71686089729657	1.192296501624e-14	5.19593895975343e-14
ELN	377.352783607305	-1.42160582788974	0.185086135735677	-7.71655339124788	1.19517524848948e-14	5.20740819011285e-14
RMDN3	409.689588399427	-0.312478364686561	0.0404353254073448	-7.71607842205025	1.19963516296437e-14	5.22576044548495e-14
SDHAF4	138.731070585328	-0.471532954357338	0.0603637100826435	-7.71552315312352	1.20486985007844e-14	5.24747942966836e-14
CXCL17	13.4283184413852	1.96004899933036	0.255764686787505	7.71473221419681	1.21236509915022e-14	5.27903266794959e-14
TLR2	175.117897741762	1.30840202819601	0.167351106012935	7.71423521265101	1.21709833427068e-14	5.29854865258053e-14
USP18	75.9553370485838	1.49789024534157	0.200595795209167	7.71410140878892	1.21837572992831e-14	5.30301494173959e-14
SERINC2	341.533443852261	0.649477773265721	0.0841349919720752	7.71394261810674	1.21989338099762e-14	5.30742967164798e-14
PLAA	941.078004023795	0.31566194908698	0.0409512527617665	7.71394601661947	1.21986088004543e-14	5.30742967164798e-14
MRPL41	283.324191720106	0.417210947754331	0.0540654411375016	7.71356128252665	1.22354561934088e-14	5.3222215389151e-14
DGKZ	636.478418155152	0.336149544765496	0.0435708846174762	7.71346751288746	1.22444534412075e-14	5.32503679455938e-14
C7	70.8207807999797	-1.62311755831017	0.248464105730225	-7.71337297734875	1.22535307674359e-14	5.32788570770493e-14
KEAP1	1144.62767568365	0.276436286678515	0.0358431211500039	7.71315267677167	1.22747097867197e-14	5.3359942276303e-14
PUM3	939.402296389885	0.524952548159934	0.0677398351782226	7.71256127089963	1.23317440274848e-14	5.35968297715581e-14
MYBBP1A	694.027501070433	0.48576647789006	0.063027204246608	7.71020697574084	1.25613850649166e-14	5.45836571706081e-14
PCDHB16	32.5619628821951	-1.18591029075956	0.155912411001916	-7.70936629167518	1.26444018186718e-14	5.49330748974354e-14
ANKRD10	587.469948212657	-0.350411625848044	0.045467647456741	-7.70827721482799	1.27527502149104e-14	5.53923782764223e-14
RUNX1T1	76.9060123670399	-1.13913352810793	0.147695999563462	-7.70823046052949	1.27574220285386e-14	5.54012594188265e-14
ADH5	1466.21943267118	0.470714666102173	0.060927942650632	7.70805677439556	1.27747919605379e-14	5.54652692740012e-14
MCU	754.268482801344	-0.676552765421797	0.0877598834277867	-7.70709135810877	1.28717659149943e-14	5.58748043671059e-14
PLEKHM2	1266.65839567987	0.426804294512247	0.0553336620431027	7.70602721279698	1.29794963074747e-14	5.63308537007668e-14
CAMK4	53.1185008531479	1.03538701350528	0.133069711557333	7.70563913091447	1.30190047367359e-14	5.64812343291301e-14
MCCC2	824.175237444618	0.383077833541098	0.0497164932845522	7.70563424361941	1.30195030384058e-14	5.64812343291301e-14
ZNF726	64.0421477086676	-1.17785739469601	0.155649212291735	-7.70536971488375	1.3046502028036e-14	5.65867204375202e-14
GPC6	41.4998765758221	-1.41726212427671	0.196411103349875	-7.70480298262659	1.31045308435358e-14	5.68267214535232e-14
HEPH	110.992655850374	-0.981150580831704	0.126609815174335	-7.70401604908229	1.3185527840391e-14	5.71662029395901e-14
AP001610.5	10.55668861765	2.04098966492652	0.294018584272728	7.70291023795415	1.33001790926202e-14	5.76514237831808e-14
RAE1	636.265466457566	0.344868596382132	0.0447407526226415	7.70255307573443	1.33374190631183e-14	5.78009644889105e-14
NCKAP5	193.166179858636	-0.722738091027299	0.0947031704643059	-7.70146940676646	1.34510381819906e-14	5.82813834357546e-14
CTC-429P9.3	85.7016970426252	-0.693481699123363	0.0900447122644586	-7.69849846540451	1.37674387499344e-14	5.96400469101513e-14
RP11-348N5.7	22.2134300859466	-1.08313022223398	0.13900517945946	-7.69731506836125	1.38954980320977e-14	6.01824322244561e-14
SRPX2	45.6628555099975	-1.39911465567245	0.185091983346492	-7.69665683541941	1.3967234076068e-14	6.04807047630639e-14
TXN2	521.25772269583	0.421887445912073	0.0548405780185022	7.69601257730429	1.40377999220792e-14	6.07737886998167e-14
LINC01224	4.82495288837269	-2.00505319425465	0.258578120431829	-7.69580984162967	1.40600781132629e-14	6.08577436889344e-14
PA2G4P4	27.9887002981297	-1.13314948950994	0.146558019452355	-7.69481045629354	1.41704078477041e-14	6.13227089456975e-14
ABHD11	125.195386188345	-0.730048156471528	0.0951595835906364	-7.69383035719313	1.42794356069115e-14	6.17818502418033e-14
RP11-736K20.5	9.19647854515231	-1.66879630150829	0.213111576238746	-7.6906244502002	1.46418628630938e-14	6.33369444219328e-14
CDT1	199.120049806183	0.70408250042859	0.0915827046594245	7.6899291365478	1.47216542366097e-14	6.36690411283071e-14
MAGI2-AS3	129.460290566861	-1.04020947500891	0.134449858206592	-7.68987058881845	1.47283924319168e-14	6.36851219200864e-14
RP11-475O6.1	39.9645153013184	-1.18690463393562	0.156046681752617	-7.68944608968359	1.47773384236281e-14	6.38836639355208e-14
LPL	68.2954599884145	-1.14067598231371	0.146242780248937	-7.68927399097728	1.47972274691971e-14	6.39565347141686e-14
UBA52	5475.63184386693	0.252157528988536	0.0328962901852404	7.68874798551144	1.48581801018509e-14	6.42068241778345e-14
MTX1P1	52.9484161776502	0.953044534454978	0.123902366831035	7.68778694988147	1.49701819257861e-14	6.46775653454162e-14
CCM2	363.091328488996	0.463584994436859	0.0603875842980115	7.6869635202977	1.5066807209151e-14	6.50816940652553e-14
PDCD5	696.852906738187	0.372350739435941	0.0484109845683183	7.68564576521996	1.52227172693693e-14	6.57416878510055e-14
XPR1	646.174015525421	0.556533245762525	0.0724370992974677	7.68391687214915	1.54296806091473e-14	6.66082097616576e-14
MKNK1	299.082342012229	0.406667442196535	0.0532266903590492	7.68393057480466	1.54280294500634e-14	6.66082097616576e-14
MFSD9	311.093804002685	0.403832756062728	0.0525408665224056	7.68215459742318	1.56434887196186e-14	6.7517374154588e-14
TCF4	2328.43478832943	-0.415488115244744	0.054401068254976	-7.68185781964588	1.56797809586047e-14	6.76601638745766e-14
PDGFRL	104.269270406582	-1.28274521072814	0.16957985659229	-7.68177428818711	1.56900107496052e-14	6.76904555416685e-14
RHOV	1080.45886505379	0.419795935491234	0.0547671270858395	7.68164317186721	1.57060813279098e-14	6.77459282149644e-14
TIMM23	464.528737423519	0.4678023568297	0.0606750788490322	7.68149166875439	1.57246708291848e-14	6.78122409909711e-14
MAGEF1	472.419061871545	-0.550365226599254	0.071321700245006	-7.68032230449576	1.58688825510496e-14	6.8420158502665e-14
GPM6A	10.1833655812136	-2.1281012296686	0.265095442349217	-7.67987542890762	1.59243364027605e-14	6.86452179193405e-14
EFHD1	14.8468760997305	-1.47158399963669	0.192017135951796	-7.6794697659817	1.59748411401661e-14	6.88488555004746e-14
SERP1	2885.83719727162	0.410802447016484	0.053222318083881	7.67844264669004	1.61034224493541e-14	6.93888378855698e-14
SEC24C	990.699188849513	0.48599134577134	0.0630184280180026	7.67755859091467	1.62149091218157e-14	6.98549547621755e-14
AGTR1	64.8893814738234	-1.75671432802271	0.24287948048296	-7.67736450096862	1.62394869231446e-14	6.99465482506685e-14
MBTPS1	1790.37187603171	-0.216724299480546	0.0282243118047597	-7.67707339651883	1.62764184920495e-14	7.00913034838351e-14
ZNF208	16.9542648618178	-1.88277036712248	0.238396728546327	-7.67691486139042	1.62965661206685e-14	7.01637375158548e-14
USB1	123.858923997784	0.703834834644321	0.092235228984934	7.67628506056032	1.63768477538251e-14	7.04949919233849e-14
SLPI	2020.21693718012	0.973070876158047	0.122680525174645	7.67619938890222	1.63877984660207e-14	7.05277334798864e-14
PTP4A3	120.230127411235	1.11653803570691	0.143077884662388	7.6754218964147	1.64875089366448e-14	7.09423767508599e-14
RP11-666F17.1	29.8655130874348	-1.40621856039351	0.176292679357064	-7.67527914459381	1.6505881062383e-14	7.10069399925608e-14
NDUFAF4P3	6.01129771510453	-1.74406926014748	0.222341819361266	-7.67470717367749	1.65796958215786e-14	7.13099378921985e-14
FAM58A	241.885770176821	0.35082384810462	0.0456796288415404	7.67448476259683	1.66084863261321e-14	7.14192005802352e-14
RP11-480C16.1	6.24995200487311	-1.77636389152339	0.229701623638175	-7.67372691533247	1.67069573963816e-14	7.1827995428113e-14
TCEANC	67.7974396383767	-0.703598394945651	0.0924639321234949	-7.67272366988189	1.68381982837465e-14	7.23774817382075e-14
SWAP70	1755.16402470523	-0.419792061245112	0.0548052061445185	-7.67263730216284	1.68495438932917e-14	7.24114900390738e-14
PPP1R9A	15.7603799801431	-1.53017888178431	0.202525111006577	-7.67192485138649	1.69434216382742e-14	7.2797494696701e-14
CCDC71L	147.973610309298	0.696797054990148	0.091126725585864	7.67190331000054	1.69462680892501e-14	7.2797494696701e-14
POF1B	20195.7776753842	-0.630610935962482	0.0824506738639609	-7.67182940907786	1.6956036837836e-14	7.28246242029095e-14
GPR108	574.532604985088	0.322238154154005	0.0420907130121003	7.6717939321397	1.69607283993287e-14	7.28299410476571e-14
G23125	4.26490578507987	-2.29643279270245	0.35658222611729	-7.67122861566792	1.70356598438301e-14	7.31368067562476e-14
CREB5	147.61237525311	-0.950589248437071	0.123803364892289	-7.67058515753767	1.71213451615372e-14	7.34897062419084e-14
HID1	23.716072167199	-1.18638029116601	0.15297549574013	-7.66950359594513	1.7266326264009e-14	7.40969247569031e-14
C11orf68	128.995240148878	-0.53989734730798	0.0701420686525018	-7.66859658322476	1.73888400523377e-14	7.46074992927158e-14
CSRNP1	635.71596625696	0.596022255601223	0.0778576445916579	7.66847121367623	1.74058413468575e-14	7.46652527100347e-14
LINC00910	40.1669347413995	-0.797913583860052	0.103831251627651	-7.66703458759526	1.76018326143958e-14	7.54906337548055e-14
MORN3	67.8613631506046	-0.832276966847038	0.108410483479898	-7.66593021014317	1.77539714622587e-14	7.61276433908321e-14
WWC3	945.271247493799	-0.309140318077139	0.040305542944995	-7.6658805323436	1.77608453877097e-14	7.61416360105758e-14
BRIP1	291.643598920895	0.727248833495667	0.0946061135626417	7.66527919574539	1.78442603876738e-14	7.64836916778994e-14
ANAPC11	417.159119305592	0.363382912148904	0.0476321396921362	7.66374658543044	1.80586048029919e-14	7.73866811797387e-14
ZNF416	199.69757232097	-0.584129044180143	0.076079565121047	-7.66349742614314	1.80936897152824e-14	7.75212776749036e-14
CAPN15	831.290788316169	0.577575309101647	0.075359056836113	7.66222712208966	1.82736103959969e-14	7.82762331973962e-14
TRAC	76.2968227143277	1.09179048659869	0.143317511345321	7.66213198719708	1.82871555362166e-14	7.83183460494996e-14
CCL4	17.480800417683	2.10671709107045	0.305038007171574	7.66193815098706	1.83147841696401e-14	7.8420744887182e-14
CAST	7581.51579083176	-0.253083875592246	0.0330331453517807	-7.66125222128365	1.84128840008185e-14	7.88247864005807e-14
NEK11	150.001813689943	-0.588635078223029	0.0769185277447155	-7.66001855898503	1.85906216592369e-14	7.95533745028385e-14
MPHOSPH8	853.282348666492	-0.335191808901059	0.0437580570095185	-7.66002539159599	1.85896326302988e-14	7.95533745028385e-14
RP3-425P12.4	8.83447283915525	-1.70991197761675	0.215431315515232	-7.6598016152934	1.86220514577189e-14	7.96717024021861e-14
USPL1	332.671771461573	-0.427331701364289	0.0556646567482493	-7.65921516556093	1.8707275463739e-14	8.00200862027035e-14
MAPK1	4909.5918497511	-0.226523255788314	0.0295681243594401	-7.65867370628773	1.87863019751673e-14	8.03418243870063e-14
SNRPA	348.951590126637	0.59024831211109	0.0766649687419117	7.65855709649272	1.8803364220348e-14	8.03984883776759e-14
TFPI	208.397525277273	-0.91918615221374	0.118031208775053	-7.65801187852042	1.88833425321484e-14	8.07161449219568e-14
POLR2G	541.464364081013	0.359489424318666	0.0468877765641479	7.65799848132501	1.88853119805072e-14	8.07161449219568e-14
PICALM	4234.02711909851	0.235103806278964	0.0306857768179575	7.65767747341972	1.89325620685295e-14	8.09016958259674e-14
